id,Associated Disease
10756,"Plagiocephaly, Nonsynostotic"
10757,plantar fibromatosis
10758,plantar wart
10759,Plaque psoriasis
10760,"Plaque, Amyloid"
10761,"Plaque, Atherosclerotic"
10762,plasma cell myeloma
10763,plasma cell neoplasm
10764,Plasminogen Activator Inhibitor-1 Deficiency
10765,Plasminogen deficiency type I
10766,"Plasminogen Deficiency, Type I"
10767,"PLASMINOGEN DEFICIENCY, TYPE II"
10768,Plasmodium falciparum malaria
10769,Plasmodium Falciparum Malaria Prevention
10770,Plasmodium malariae malaria
10771,Plasmodium Malariae Malaria Prevention
10772,Plasmodium ovale malaria
10773,Plasmodium Ovale Malaria Prevention
10774,Plasmodium vivax malaria
10775,platelet abnormalities with eosinophilia and immune-mediated inflammatory disease
10776,Platelet Aggregation Inhibition
10777,platelet storage pool deficiency
10778,platelet-activating factor acetylhydrolase deficiency
10779,platelet-type bleeding disorder 10
10780,platelet-type bleeding disorder 11
10781,platelet-type bleeding disorder 14
10782,platelet-type bleeding disorder 15
10783,platelet-type bleeding disorder 16
10784,platelet-type bleeding disorder 17
10785,platelet-type bleeding disorder 18
10786,platelet-type bleeding disorder 19
10787,platelet-type bleeding disorder 20
10788,platelet-type bleeding disorder 8
10789,platelet-type bleeding disorder 9
10790,"platyspondylic dysplasia, Torrance type"
10791,Pleoconial Myopathies
10792,Pleocytosis
10793,pleomorphic adenoma
10794,pleomorphic lipoma
10795,pleomorphic liposarcoma
10796,pleural cancer
10797,pleural disease
10798,Pleural Effusion
10799,Pleural effusion disorder
10800,pleural neoplasm
10801,Pleural Rub
10802,pleurisy
10803,Pleuropericarditis
10804,pleuropulmonary blastoma
10805,plexiform neurofibroma
10806,PLIN1-related familial partial lipodystrophy
10807,PMM2-CDG
10808,PMP22-RAI1 contiguous gene duplication syndrome
10809,pneumococcal infection
10810,Pneumococcal meningitis
10811,pneumoconiosis
10812,Pneumocystis Carinii Pneumonia Prevention
10813,pneumocystosis
10814,pneumonia
10815,Pneumonia caused by Severe acute respiratory syndrome coronavirus 2
10816,Pneumonia due to Escherichia coli
10817,Pneumonia due to Streptococcus
10818,"Pneumonia, Interstitial"
10819,pneumonitis
10820,pneumothorax
10821,POEMS syndrome
10822,Poikiloderma of Kindler
10823,poikiloderma with neutropenia
10824,poisoning
10825,Poisoning by digitalis glycoside
10826,Poisoning by fluorouracil
10827,Poisoning by opiate analgesic drug
10828,Poisoning due to Nerve Agent
10829,poliomyelitis
10830,"Poliomyelitis, Nonpoliovirus"
10831,"Poliomyelitis, Preparalytic"
10832,polyarteritis nodosa
10833,"POLYARTERITIS NODOSA, CHILDHOOD-ONSET"
10834,Polyarthralgia
10835,Polyarthritis
10836,Polycystic Kidney - body part
10837,polycystic kidney disease
10838,polycystic kidney disease 1
10839,polycystic kidney disease 2
10840,polycystic kidney disease 3 with or without polycystic liver disease
10841,polycystic kidney disease 4
10842,polycystic kidney disease 5
10843,polycystic kidney disease 6 with or without polycystic liver disease
10844,"Polycystic kidney disease, adult type"
10845,Polycystic Kidney Diseases
10846,"Polycystic Kidney, Autosomal Dominant"
10847,"Polycystic Kidney, Type 1 Autosomal Dominant Disease"
10848,polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy 1
10849,polycystic lipomembranous osteodysplasia with sclerosing leukoencephaly
10850,Polycystic liver disease
10851,polycystic liver disease 1
10852,polycystic liver disease 2
10853,polycystic liver disease 3 with or without kidney cysts
10854,polycystic liver disease 4 with or without kidney cysts
10855,Polycystic Ovarian Disease due to 17-Ketosteroid Reductase Deficiency
10856,polycystic ovary syndrome
10857,polycythemia
10858,polydactyly
10859,polydactyly of a triphalangeal thumb
10860,"POLYDACTYLY, POSTAXIAL"
10861,"polydactyly, postaxial, type A1"
10862,"polydactyly, postaxial, type A6"
10863,"Polydactyly, preaxial 4"
10864,Polydipsia
10865,polyendocrine-polyneuropathy syndrome
10866,Polygenic disease
10867,"Polyglandular Deficiency Syndrome, Persian-Jewish Type"
10868,"Polyglucosan Body Disease, Adult Form"
10869,polyglucosan body myopathy 1 with or without immunodeficiency
10870,polyglucosan body myopathy type 2
10871,polyhydramnios
10872,"polyhydramnios, megalencephaly, and symptomatic epilepsy"
10873,Polymicrogyria
10874,polymicrogyria with optic nerve hypoplasia
10875,"polymicrogyria, bilateral perisylvian, autosomal recessive"
10876,"POLYMICROGYRIA, BILATERAL TEMPOROOCCIPITAL"
10877,"polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis"
10878,Polymorphous corneal dystrophy
10879,polymyalgia rheumatica
10880,Polymyoclonus
10881,polymyositis
10882,Polymyositis Ossificans
10883,"Polymyositis, Idiopathic"
10884,Polynesian Bronchiectasis
10885,polyneuropathy
10886,Polyneuropathy in amyloidosis
10887,"Polyneuropathy, Familial"
10888,"Polyneuropathy, Motor"
10889,polyomavirus infectious disease
10890,"POLYOSTOTIC FIBROUS DYSPLASIA, SOMATIC, MOSAIC"
10891,polyp
10892,polyp of colon
10893,polyploidy
10894,"polyposis syndrome, hereditary mixed, 1"
10895,"polyposis syndrome, hereditary mixed, 2"
10896,"Polyposis, Adenomatous Intestinal"
10897,polyps
10898,Polysplenia Syndrome
10899,polysyndactyly 4
10900,Polyuria
10901,polyvalvular heart disease syndrome
10902,Pontiac fever
10903,Pontine Tumors
10904,pontocerebellar hypoplasia
10905,pontocerebellar hypoplasia type 1
10906,pontocerebellar hypoplasia type 10
10907,pontocerebellar hypoplasia type 1A
10908,pontocerebellar hypoplasia type 1B
10909,pontocerebellar hypoplasia type 2
10910,pontocerebellar hypoplasia type 2A
10911,pontocerebellar hypoplasia type 2B
10912,pontocerebellar hypoplasia type 2C
10913,pontocerebellar hypoplasia type 2D
10914,pontocerebellar hypoplasia type 2E
10915,pontocerebellar hypoplasia type 3
10916,pontocerebellar hypoplasia type 4
10917,pontocerebellar hypoplasia type 5
10918,pontocerebellar hypoplasia type 6
10919,pontocerebellar hypoplasia type 7
10920,pontocerebellar hypoplasia type 8
10921,pontocerebellar hypoplasia type 9
10922,"pontocerebellar hypoplasia, type 11"
10923,"pontocerebellar hypoplasia, type 1C"
10924,"pontocerebellar hypoplasia, type 1d"
10925,"pontocerebellar hypoplasia, type 2F"
10926,popliteal pterygium syndrome
10927,porencephaly
10928,porencephaly 2
10929,porencephaly-microcephaly-bilateral congenital cataract syndrome
10930,"PORENCEPHALY, FAMILIAL"
10931,porokeratosis
10932,"porokeratosis 1, Mibelli type"
10933,"porokeratosis 3, disseminated superficial actinic type"
10934,"porokeratosis 7, disseminated superficial actinic type"
10935,"POROKERATOSIS 7, MULTIPLE TYPES"
10936,"porokeratosis 8, disseminated superficial actinic type"
10937,"porokeratosis 9, multiple types"
10938,porokeratosis of Mibelli
10939,"Porokeratosis, Disseminated Superficial Actinic"
10940,"POROKERATOSIS, DISSEMINATED SUPERFICIAL ACTINIC, 1"
10941,porokeratotic eccrine ostial and dermal duct nevus
10942,Porphobilinogen synthase deficiency
10943,porphyria cutanea tarda
10944,porphyria due to ALA dehydratase deficiency
10945,"Porphyria, Acute Intermittent, Nonerythroid Variant"
10946,"Porphyria, Erythropoietic"
10947,"Porphyria, South African type"
10948,Port-Wine Stain
10949,portal hypertension
10950,"portal hypertension, noncirrhotic"
10951,Position Sense Disorders
10952,Positron emission tomography
10953,Positron emission tomography with computed tomography of whole body using gallium (68-Ga) dotatate
10954,Post traumatic osteoarthritis
10955,Post-Anesthesia Respiratory Depression
10956,Post-essential thrombocythaemia myelofibrosis
10957,Post-Op Ocular Inflammation
10958,Post-Op Photophobia
10959,Post-Operative Nausea and Vomiting
10960,Post-polycythaemia vera myelofibrosis
10961,Post-Traumatic Hydrocephalus
10962,Post-Traumatic Myelopathy
10963,Post-Traumatic Osteoporosis
10964,Post-traumatic Porencephaly
10965,post-traumatic stress disorder
10966,Post-Traumatic Tic Disorder
10967,Postabortal Hemorrhage
10968,postaxial acrofacial dysostosis
10969,postaxial polydactyly type A
10970,postaxial polydactyly type B
10971,postaxial polydactyly-anterior pituitary anomalies-facial dysmorphism syndrome
10972,Postcoital contraception
10973,postencephalitic Parkinson disease
10974,Posterior Choroidal Artery Infarction
10975,Posterior Circulation Transient Ischemic Attack
10976,posterior column ataxia-retinitis pigmentosa syndrome
10977,Posterior Fossa Hemorrhage
10978,Posterior Fossa Meningioma
10979,Posterior Ischemic Optic Neuropathy
10980,posterior leukoencephalopathy syndrome
10981,Posterior pituitary disease
10982,posterior polar cataract
10983,posterior polymorphous corneal dystrophy
10984,posterior polymorphous corneal dystrophy 1
10985,posterior polymorphous corneal dystrophy 2
10986,posterior polymorphous corneal dystrophy 3
10987,Posterior reversible encephalopathy syndrome
10988,Posterior subcapsular cataract
10989,Posterior synechiae
10990,postherpetic neuralgia
10991,postmenopausal osteoporosis
10992,Postoperative Complications
10993,Postoperative ileus
10994,Postoperative nausea and vomiting
10995,Postoperative Ocular Pain
10996,Postoperative pain
10997,Postoperative Residual Curarization
10998,Postpartum Amenorrhea
10999,postpartum depression
11000,Postpartum hemorrhage
11001,Postsurgical Hemorrhage
11002,postural orthostatic tachycardia syndrome
11003,potassium deficiency disease
11004,potassium-aggravated myotonia
11005,Potocki-Lupski syndrome
11006,Potocki-Shaffer syndrome
11007,Potter Type III Polycystic Kidney Disease
11008,PPARG-related familial partial lipodystrophy
11009,Ppm-X Syndrome
11010,Prader-Willi syndrome
11011,Pre B-cell acute lymphoblastic leukemia
11012,Pre-Eclampsia
11013,Pre-Ictal Amnesia
11014,Pre-Ictal Memory Loss
11015,Pre-Op Apprehension
11016,precancerous condition
11017,Precancerous Conditions
11018,precocious puberty
11019,"precocious puberty, central, 2"
11020,Precordial Catch Syndrome
11021,Precursor B-cell lymphoblastic leukemia
11022,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma
11023,Precursor Cell Lymphoblastic Leukemia Lymphoma
11024,Precursor Cell Lymphoblastic Leukemia-Lymphoma
11025,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
11026,prediabetes syndrome
11027,predisposition to invasive fungal disease due to CARD9 deficiency
11028,preeclampsia
11029,preeclampsia/eclampsia 4
11030,preeclampsia/eclampsia 5
11031,Preexcitation Syndrome
11032,Pregnancy associated hypertension
11033,Pregnancy Complications
11034,"Pregnancy Complications, Cardiovascular"
11035,"PREGNANCY LOSS, RECURRENT, 4"
11036,"pregnancy loss, recurrent, susceptibility to, 1"
11037,"pregnancy loss, recurrent, susceptibility to, 2"
11038,"pregnancy loss, recurrent, susceptibility to, 3"
11039,Pregnancy with abortive outcome
11040,preimplantation embryonic lethality 1
11041,preimplantation embryonic lethality 2
11042,prekallikrein deficiency
11043,Prelingual Deafness
11044,premature aging syndrome
11045,Premature Birth
11046,premature chromatid separation trait
11047,Premature chromosome condensation with microcephaly and intellectual disability
11048,premature ejaculation
11049,Premature labor
11050,Premature Luteinizing Hormone Surges
11051,premature menopause
11052,Premature Obstetric Labor
11053,premature ovarian failure 1
11054,premature ovarian failure 10
11055,premature ovarian failure 11
11056,premature ovarian failure 12
11057,premature ovarian failure 13
11058,premature ovarian failure 14
11059,premature ovarian failure 2A
11060,premature ovarian failure 2B
11061,premature ovarian failure 3
11062,Premature Ovarian Failure 4
11063,premature ovarian failure 5
11064,premature ovarian failure 6
11065,premature ovarian failure 7
11066,premature ovarian failure 8
11067,premature ovarian failure 9
11068,Premature ventricular contractions
11069,Premenstrual dysphoric disorder
11070,prenatal alcohol exposure
11071,Prenatal Exposure Delayed Effects
11072,Prenatal Injuries
11073,Preoperative Anxiety
11074,Prescription Drug Abuse
11075,PRESENILE AND SENILE DEMENTIA
11076,Presenile dementia
11077,Preterm premature rupture of membranes (disorder)
11078,preterm premature rupture of the membranes
11079,pretibial dystrophic epidermolysis bullosa
11080,Prevent Minor Bacterial Skin Infection
11081,Prevent pregnancy
11082,Prevention of atherothrombotic events after an acute coronary syndrome
11083,Prevention of atherothrombotic events at high risk of ischaemic events
11084,Prevention of Breast Carcinoma
11085,Prevention of Bronchospasm with Chronic Bronchitis
11086,Prevention of Bronchospasms with Emphysema
11087,Prevention of Cardiac Ischemia in Unstable Angina
11088,Prevention of Cardiac Transplant Rejection
11089,Prevention of Cerebral Thrombosis
11090,Prevention of cerebrovascular spasm
11091,Prevention of CMV Disease After Organ Transplant
11092,Prevention of deep vein thrombosis
11093,Prevention of dental caries
11094,Prevention of Glucocorticoid-Induced Osteoporosis
11095,Prevention of Hypertension in Pheochromocytoma
11096,Prevention of Hypotension During Spinal Anesthesia
11097,Prevention of Ischemic Complications of Non-Q Wave MI
11098,Prevention of Kidney Transplant Rejection
11099,Prevention of Liver Transplant Rejection
11100,Prevention of Luteinizing Hormone Surge when undergoing Controlled Ovarian Hyperstimulation
11101,Prevention of Meningococcal Meningitis
11102,Prevention of migraine attacks
11103,Prevention of Motion Sickness
11104,Prevention of Nausea and Vomiting
11105,Prevention of Nerve Agent Poisoning
11106,Prevention of NSAID-Induced Gastric Ulcer
11107,Prevention of Ocular Surgery-Induced Miosis
11108,Prevention of opioid abuse
11109,Prevention of Oropharyngeal Candidiasis
11110,Prevention of Paroxysmal Supraventricular Tachycardia
11111,Prevention of Perioperative Infection
11112,Prevention of Post-Operative Nausea and Vomiting
11113,Prevention of Posterior Synechiae
11114,Prevention of Premature Labor
11115,Prevention of Radiation Therapy-Induced Mucositis
11116,Prevention of Radiation-Induced Nausea and Vomiting
11117,Prevention of Recurrent Venous Thrombosis Associated with Malignancy
11118,Prevention of Seizures following Cranial Trauma or Surgery
11119,Prevention of stroke caused by a clot in a blood vessel in the brain
11120,Prevention of systemic embolism caused by a clot in a blood vessel
11121,Prevention of Thromboembolism with Chronic Atrial Fibrillation
11122,Prevention of Transient Ischemic Attacks
11123,Prevention of Transplant Rejection
11124,Prevention of venous thromboembolism from re-occuring
11125,Prevention of venous thromboembolism in undergoing surgery
11126,Prevention of Ventricular Fibrillation
11127,Preventive treatment of episodic migraine in adults
11128,priapism
11129,primary aldosteronism
11130,primary angle-closure glaucoma
11131,primary biliary cholangitis
11132,primary CD59 deficiency
11133,primary central nervous system lymphoma
11134,primary cerebellar degeneration
11135,Primary cholangitis
11136,primary ciliary dyskinesia
11137,primary ciliary dyskinesia 1
11138,primary ciliary dyskinesia 10
11139,primary ciliary dyskinesia 11
11140,primary ciliary dyskinesia 12
11141,primary ciliary dyskinesia 13
11142,primary ciliary dyskinesia 14
11143,primary ciliary dyskinesia 15
11144,primary ciliary dyskinesia 16
11145,primary ciliary dyskinesia 17
11146,primary ciliary dyskinesia 18
11147,primary ciliary dyskinesia 19
11148,primary ciliary dyskinesia 2
11149,primary ciliary dyskinesia 20
11150,primary ciliary dyskinesia 21
11151,primary ciliary dyskinesia 22
11152,primary ciliary dyskinesia 23
11153,primary ciliary dyskinesia 24
11154,primary ciliary dyskinesia 25
11155,primary ciliary dyskinesia 26
11156,primary ciliary dyskinesia 27
11157,primary ciliary dyskinesia 28
11158,primary ciliary dyskinesia 29
11159,primary ciliary dyskinesia 3
11160,primary ciliary dyskinesia 30
11161,primary ciliary dyskinesia 32
11162,primary ciliary dyskinesia 33
11163,primary ciliary dyskinesia 34
11164,primary ciliary dyskinesia 35
11165,primary ciliary dyskinesia 5
11166,primary ciliary dyskinesia 6
11167,primary ciliary dyskinesia 7
11168,primary ciliary dyskinesia 9
11169,primary ciliary dyskinesia-retinitis pigmentosa syndrome
11170,Primary Closed Angle Glaucoma
11171,primary coenzyme Q10 deficiency 8
11172,primary congenital glaucoma
11173,primary cutaneous amyloidosis
11174,primary cutaneous anaplastic large cell lymphoma
11175,primary cutaneous T-cell lymphoma
11176,primary cutaneous T-cell non-Hodgkin lymphoma
11177,primary dysautonomia
11178,primary erythermalgia
11179,primary failure of tooth eruption
11180,primary familial polycythemia due to EPO receptor mutation
11181,Primary hemophagocytic lymphohistiocytosis
11182,primary hyperoxaluria
11183,primary hyperoxaluria type 1
11184,primary hyperoxaluria type 2
11185,primary hyperoxaluria type 3
11186,primary hyperparathyroidism
11187,Primary Hyperthyroidism
11188,primary hypertrophic osteoarthropathy
11189,Primary hypoalphalipoproteinemia 1
11190,Primary hypogonadism
11191,Primary Hypogonadism due to Bilateral Torsion
11192,Primary Hypogonadism due to Orchitis
11193,Primary hypomagnesemia (disorder)
11194,Primary Hypothyroidism
11195,primary immunodeficiency disease
11196,primary immunodeficiency syndrome due to p14 deficiency
11197,primary immunodeficiency with natural-killer cell deficiency and adrenal insufficiency
11198,primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection
11199,Primary Insomnia
11200,primary intraosseous venous malformation
11201,"primary lateral sclerosis, adult, 1"
11202,Primary malignant neoplasm of brain
